COREDEP,REPDTE,ASSET,RBC1AAJ,INTINC,NETINC,EQ,LNLSDEPR,LNLSNTV,DEP,RBCRWAJ,CHBAL,CERT,NONII,LNLSNET,ID
118160,20110331,172956,10.473540560137234,1531,-144,20555,69.12160110216507,53.96,135007,14.7037932597854,7588,34643,241,93319,34643_20110331
62522,20110331,77501,5.939345510843644,1004,-156,4722,79.90728568463294,74.51,72265,9.289580628298737,7398,35241,294,57745,35241_20110331
19770,20110331,33757,22.664549337421967,371,-56,8493,92.22929302973054,54.95,20114,34.71764178982941,2161,35314,68,18551,35314_20110331
1259040,20110331,1720866,7.051676561059805,17886,-16284,123825,90.68451823469103,79.62,1510829,9.161245978001256,213128,57369,1351,1370088,57369_20110331
262189,20110331,396870,9.923520088555687,4161,206,36060,62.56267409470752,53.76,341050,18.01661673147617,24723,57815,232,213370,57815_20110331
134772,20110331,147948,4.2721217262080895,1622,134,6658,79.3951401019698,75.57,140826,7.214911483514486,16930,57931,-25,111809,57931_20110331
262030,20110331,383598,12.90405466531413,4283,1401,48135,98.57796733924533,79.89,310893,16.470024101858748,32192,58181,1945,306472,58181_20110331
36302,20110331,45612,9.344006333428629,528,32,4236,81.62354823848895,73.81,41243,13.140355280403803,5372,58348,13,33664,58348_20110331
60046,20110331,77027,10.209579652153243,838,331,7896,74.43774078650868,66.47,68785,13.567216137595576,2549,58377,742,51202,58377_20110331
51036,20110331,64170,12.06740539658523,826,1048,8135,75.74276962396407,62.81,53213,17.169051528657437,12733,58413,1449,40305,58413_20110331
72991,20110331,109529,21.207111144136277,1387,239,22437,93.02252074278941,64.49,75930,28.603117578270986,9633,58584,24,70632,58584_20110331
60389,20110331,95472,15.36784365927269,1103,538,14461,78.51835311922395,66.3,80613,19.74894115024521,1064,58657,577,63296,58657_20110331
82704,20110331,133951,14.411045166630942,1574,185,18938,80.4643400579198,61.19,101865,21.146595471498156,9100,58687,322,81965,58687_20110331
288636,20110331,393100,10.709409999505928,4011,257,45334,54.814368433463464,47.9,343503,17.921405156016025,35500,8033,881,188289,8033_20110331
41982,20101231,50782,7.680838123638932,2274,-79,3915,82.36766809728184,72.56,44736,10.84195268162052,4303,10843,194,36848,10843_20101231
164632,20101231,312175,10.422920875561417,13147,1018,33381,72.69254783854262,63.4,272270,16.84132745527802,73874,12266,978,197920,12266_20101231
251689,20101231,287120,8.155479452054795,13038,-2416,25391,72.2876979618064,64.26,255226,12.656878769630756,7039,16249,4840,184497,16249_20101231
31805,20101231,45275,7.060167043597035,2496,202,3153,69.77916341906989,59.32,38490,11.752891474478842,7076,16584,1031,26858,16584_20101231
138922,20101231,183830,8.082372026907773,7583,-312,15500,66.82792944911368,57.48,158127,15.457656037016774,45743,20179,5921,105673,20179_20101231
194340,20101231,283123,10.074601203899098,13814,1406,28476,71.96484081895166,59.28,233225,16.568903660335,29711,20568,2083,167840,20568_20101231
42645,20101231,64188,8.05108354593707,3051,246,5402,51.81766811075532,47.14,58399,16.207234691653955,12229,22229,620,30261,22229_20101231
2862059,20101231,3625720,4.908531917272101,166545,-141706,165742,72.5282039033411,68.26,3412205,8.834472932029605,138737,24156,-18602,2474811,24156_20101231
320394,20101231,502786,6.437678401522359,22328,-906,37338,72.41233286086037,65.64,455758,11.54239515397245,20563,24823,-587,330025,24823_20101231
57515,20101231,70598,13.653361285022239,2982,-83,9639,76.09250098423513,62.97,58421,28.92060607836816,19637,28217,-16,44454,28217_20101231
98864,20101231,149284,9.524323522070283,6960,78,14779,55.6013282641128,38.7,103895,23.093454596421285,13651,29399,888,57767,29399_20101231
195740,20101231,247862,10.775154781341943,11054,-5618,29817,95.80958797281146,83.77,216709,16.003962235641094,22171,31823,1,207628,31823_20101231
137935,20101231,239697,9.902167182662538,12383,1785,24381,82.84873128998878,71.15,205839,15.398764325802953,5961,33708,26,170535,33708_20101231
73351,20101231,94321,6.3412863070539425,4260,-2639,7175,86.31788965917843,72.47,79191,9.9459428782225,16261,34334,277,68356,34334_20101231
114935,20101231,171342,10.432196807215647,7034,-1814,20611,70.98759844301621,54.92,132564,15.0850032221438,8184,34643,729,94104,34643_20101231
65300,20101231,80214,6.040879613108056,4829,-1430,4878,80.59244399866266,75.13,74775,9.31438291190998,7963,35241,2185,60263,35241_20101231
20601,20101231,37469,21.12172745013559,1592,-1889,8575,83.99852690696497,48.7,21723,34.49857194577417,5513,35314,202,18247,35314_20101231
1195032,20101231,1673456,7.789817987504385,80876,-50523,140141,103.59679549280483,89.4,1444091,9.60588296026722,48249,57369,-839,1496032,57369_20101231
265497,20101231,402116,10.589879983699158,13895,2039,35256,57.04809477550599,49.36,347938,18.42076476430925,34683,57815,495,198492,57815_20101231
123171,20101231,157306,3.8113849990408593,7320,-4791,6533,76.47031422601381,73.05,150274,6.934636011256837,21895,57931,-445,114915,57931_20101231
233677,20101231,367833,13.018626058801102,16927,3933,47015,99.58679910630165,80.46,297192,16.241927842623536,21446,58181,6051,295964,58181_20101231
35882,20101231,46267,8.944175786883855,2042,-767,4204,77.6677484012599,70.35,41908,12.876019889563473,7013,58348,21,32549,58348_20101231
58989,20101231,73713,9.314854675679419,3348,-994,7553,76.059219299309,68.09,65992,13.414034051766558,4461,58377,396,50193,58377_20101231
45506,20101231,65296,11.56137287222757,3640,-710,7084,97.62564144334935,73.42,49108,13.55535116186245,7392,58413,-166,47942,58413_20101231
67751,20101231,105806,21.743992134105785,4603,-134,22230,98.17960829811331,67.18,72402,28.92581353465078,5540,58584,-43,71084,58584_20101231
51138,20101231,80715,16.99595427942967,3396,-59,13873,81.52390138043282,67.02,66356,22.312891929310204,1112,58657,668,54096,58657_20101231
80814,20101231,139957,13.199786471023023,6794,-4038,18788,77.51612572949729,59.5,107437,20.207086073216214,3781,58687,1164,83281,58687_20101231
288647,20101231,387731,10.428389629107189,17542,780,44436,56.64208166155299,49.52,338960,17.708913592805185,23936,8033,5517,191994,8033_20101231
40768,20100930,49743,8.144814807273319,1712,6,4000,84.09503458100687,73.58,43521,11.227212648694481,6005,10843,124,36599,10843_20100930
161699,20100930,304751,10.640520001649053,10038,748,33478,76.24116420976317,66.25,264832,16.345301310469136,62688,12266,689,201911,12266_20100930
251147,20100930,288714,8.484436618993193,10055,-1493,26559,72.59612749665287,64.23,255442,12.8369246940461,22461,16249,3801,185441,16249_20100930
30506,20100930,44157,7.121153274999428,1889,175,3144,73.65918803418803,62.45,37440,11.208885373409796,5980,16584,672,27578,16584_20100930
178043,20100930,222557,8.157955279965819,5829,37,15136,70.90597545334259,62.85,197257,12.265567266928553,50312,20179,3940,139867,20179_20100930
187266,20100930,275004,10.015538661496795,10350,934,28395,75.44081498637844,61.83,225378,16.391823295376597,23410,20568,1639,170027,20568_20100930
49261,20100930,68698,8.045506988155914,2397,274,5668,47.0307724312301,42.78,62491,16.348997699638517,16439,22229,473,29390,22229_20100930
2976270,20100930,3866048,5.839871371571751,126146,-99597,229694,73.2236235522145,67.54,3566136,10.025597614430112,595312,24156,4008,2611254,24156_20100930
318472,20100930,526313,7.710076708507671,16594,1222,39713,66.95662753208833,60.65,476731,13.439893220648397,43269,24823,1019,319203,24823_20100930
57043,20100930,70366,13.661427393911833,2283,-109,9613,77.67128273567083,63.69,57697,29.158668753506777,19403,28217,-51,44814,28217_20100930
99541,20100930,151310,9.303234764790338,5258,-236,15603,54.84124549428637,37.81,104312,22.72655559762716,14707,29399,221,57206,29399_20100930
204701,20100930,255549,10.348562269899709,8251,-5865,29570,92.66711458968324,81.5,224741,15.716556012691521,29145,31823,-247,208261,31823_20100930
134906,20100930,239179,9.745757311866782,9205,1739,23339,73.32493233857919,64.23,209499,15.618153364632237,16436,33708,888,153615,33708_20100930
80346,20100930,99461,6.95553362638677,3195,-1785,8031,81.73230982614726,68.73,83634,10.921369461127565,21811,34334,228,68356,34334_20100930
112858,20100930,173646,9.808509188378801,5442,-708,19564,70.05919447914808,54.25,134472,15.68877763871506,27486,34643,483,94210,34643_20100930
70458,20100930,82996,6.266468094856226,3619,-12,5982,81.4499073082848,75.17,76598,9.633560701067506,6738,35241,1390,62389,35241_20100930
20885,20100930,38087,22.35715602855562,1257,-1736,8779,83.00909090909092,47.95,22000,34.93479478358268,7269,35314,160,18262,35314_20100930
1268084,20100930,1846535,9.101399857531415,61536,1453,192333,94.59899976404243,82.29,1606221,10.700096826100786,151459,57369,5416,1519469,57369_20100930
225759,20100930,340584,12.505785669664965,10132,1438,39224,61.24671809062853,50.75,282229,21.084933981289993,38882,57815,276,172856,57815_20100930
124184,20100930,171552,4.945485315053142,5687,-2494,8860,73.22996300863132,69.24,162200,8.61927239137988,30658,57931,-306,118779,57931_20100930
232903,20100930,374347,12.96690075823284,12793,3060,46534,102.87811306277001,82.38,299745,15.339545004224178,13435,58181,3756,308372,58181_20100930
35100,20100930,48425,9.34462942618102,1507,-560,4462,71.91049678390584,65.1,43842,14.32619926199262,11022,58348,16,31527,58348_20100930
65839,20100930,84948,9.756694685055436,2495,-26,8692,66.1992949965802,59.25,76028,14.967412307994628,13251,58377,402,50330,58377_20100930
45829,20100930,60116,12.845108827969032,2852,114,7914,79.62135054231622,68.14,51446,17.204366038343803,9438,58413,551,40962,58413_20100930
59603,20100930,98056,23.793753394315655,3260,-311,22612,98.81466020778493,64.7,64201,29.74498059076069,7638,58584,-66,63440,58584_20100930
43615,20100930,72601,19.6500754147813,2474,178,14205,84.45014814304417,67.53,58052,24.478399827629545,966,58657,519,49025,58657_20100930
82765,20100930,153437,13.670319218499216,5177,-2639,21366,72.44476208517747,54.83,116134,19.486398182314556,5102,58687,663,84133,58687_20100930
307753,20100930,396458,10.438595155041712,13372,207,46324,56.32826274497273,48.91,344273,18.159403316279356,32277,8033,3898,193923,8033_20100930
37349,20100630,46324,8.67352371217445,1131,79,4073,91.56629510486023,79.27,40101,11.342796131139304,3075,10843,75,36719,10843_20100630
168787,20100630,286937,10.906617192331478,6714,620,33322,82.21067942676785,70.71,246811,14.842797201565643,48293,12266,841,202905,12266_20100630
251427,20100630,289643,8.776247112175922,6997,-1238,26293,77.88989284612109,68.84,255987,12.91307389672812,15671,16249,1952,199388,16249_20100630
28757,20100630,41730,7.138080909394852,1245,47,3025,78.16977484648623,65.89,35176,10.99377200108313,3825,16584,252,27497,16584_20100630
141170,20100630,180992,8.480392432620961,3949,218,15229,79.25816119364507,67.94,155155,13.45985685137805,24076,20179,2823,122973,20179_20100630
177139,20100630,270644,10.028132277596647,6863,272,27979,77.27705069461592,62.44,218682,16.02173256866888,22846,20568,1062,168991,20568_20100630
47728,20100630,67602,7.846571503634293,1691,142,5698,48.335213063306036,43.74,61179,16.17031886306341,12990,22229,322,29571,22229_20100630
2952777,20100630,3871882,6.585378605393728,85826,-67468,263313,77.60116928036649,71.47,3565954,10.529816569685305,241238,24156,5978,2767222,24156_20100630
312512,20100630,516625,7.640389075321864,10867,918,39156,70.70235257650417,64.02,467785,12.438722099881595,15714,24823,682,330735,24823_20100630
55666,20100630,70410,13.597500355063202,1556,-148,9574,82.61320966932567,67.81,57791,28.19543488844975,16174,28217,-57,47743,28217_20100630
98216,20100630,151433,9.248574417113744,3531,-332,15684,55.51164542350996,37.47,102229,22.460669370236534,12696,29399,170,56749,29399_20100630
204192,20100630,257437,10.77790427900171,5610,-6047,29388,92.76448798192334,81.81,227033,16.400531173520342,27589,31823,-457,210606,31823_20100630
125179,20100630,232980,9.726029176788476,6210,1258,22789,77.01788173260219,67.46,204063,15.142221122928518,9036,33708,555,157165,33708_20100630
65308,20100630,101931,7.447417228996487,2172,-1524,8290,82.124793138009,69.13,85806,11.473016988552661,21033,34334,174,70468,34334_20100630
113008,20100630,177646,8.991881950943478,3680,-1067,19221,68.6862480029495,53.48,138329,13.380023467292462,15575,34643,374,95013,34643_20100630
77630,20100630,91895,6.451834389948047,2368,-180,6156,75.14786662137946,69.82,85381,9.536037093555581,9636,35241,717,64162,35241_20100630
21090,20100630,38610,21.75166241055852,857,-1621,8917,80.39547519372941,46.75,22454,35.51595194526215,7105,35314,84,18052,35314_20100630
1276438,20100630,1825163,8.911356101598182,40920,1739,192551,96.82827986420646,83.89,1581224,10.972911787439893,127744,57369,4239,1531072,57369_20100630
176743,20100630,280956,10.670852175440137,6285,514,30038,69.20986667010632,57.29,232581,17.91944162030638,19620,57815,288,160969,57815_20100630
127211,20100630,176891,6.435122960730172,3980,303,12082,73.34672388082413,68.12,164295,10.759299363585825,33228,57931,-243,120505,57931_20100630
226264,20100630,357087,13.460570345583228,8476,2076,45504,100.3806240303396,81.54,290050,15.641885154833012,14867,58181,2341,291154,58181_20100630
35964,20100630,46526,10.164183572431897,1000,-180,4420,69.38765785084584,62.59,41970,15.14647241671638,9890,58348,9,29122,58348_20100630
68085,20100630,85054,9.910715426177369,1610,-235,8033,67.13272120200334,60.52,76672,13.635131471943614,10497,58377,259,51472,58377_20100630
42525,20100630,59300,13.152849019190116,2084,232,8026,89.86496207839187,73.73,48653,16.22321594931992,5597,58413,172,43722,58413_20100630
54568,20100630,90522,24.99524635087523,2078,-268,22711,95.7081321429812,60.87,57574,33.104170852828894,7742,58584,-26,55103,58584_20100630
35622,20100630,62099,21.963377416073246,1567,102,14353,90.1365929866785,68.75,47367,27.982813018930585,1866,58657,356,42695,58657_20100630
79225,20100630,151823,15.691209975579476,3425,-179,23221,69.7606313020605,52.4,114050,20.561359345500314,4007,58687,500,79562,58687_20100630
303016,20100630,393980,9.331339962800484,8789,-417,41657,55.84600842636726,49.19,347006,16.915158194308972,37526,8033,2640,193789,8033_20100630
38088,20100331,46767,8.471788816732733,557,24,4018,89.10269045037941,77.33,40588,11.046193625379146,3555,10843,34,36165,10843_20100331
156921,20100331,280613,11.092115483735144,3376,281,32905,85.03835945320645,72.96,240749,14.415171053368306,23774,12266,429,204729,12266_20100331
252591,20100331,290794,8.767908309455587,3820,-57,26486,79.47328015213925,70.13,256607,12.89174745548782,13275,16249,947,203934,16249_20100331
26384,20100331,41481,7.152875175315568,615,16,2988,80.2690326273612,67.61,34940,11.290932206301756,3074,16584,124,28046,16584_20100331
177180,20100331,207958,8.44103210699329,1945,140,15165,62.53752185338713,54.7,181894,13.307382356016312,30635,20179,1074,113752,20179_20100331
171845,20100331,264286,10.242375971523371,3442,336,27912,78.30841560883874,63.02,212700,16.413440100135787,24502,20568,598,166562,20568_20100331
49828,20100331,69925,7.811768149882904,860,93,5495,47.478866391681436,43.29,63761,15.69765864510703,13030,22229,179,30273,22229_20100331
2924958,20100331,3882907,7.338174582334689,42888,-14710,286043,84.01488951140227,76.65,3542628,11.05437957032187,234344,24156,7296,2976335,24156_20100331
320118,20100331,519600,7.723535526985718,5271,425,38930,67.80862763074403,61.49,471207,13.080166277816597,48318,24823,328,319519,24823_20100331
57712,20100331,71158,13.727198628404397,791,46,9768,82.92269207045439,68.01,58364,28.374220139457414,15619,28217,4,48397,28217_20100331
95503,20100331,147915,9.567822758540121,1750,-112,15392,56.32014830636549,37.79,99254,23.41894548418546,10802,29399,103,55900,29399_20100331
199344,20100331,252032,12.248047866937533,2817,-4566,30869,95.60079655611956,83.62,220449,17.11223642258125,21689,31823,-533,210751,31823_20100331
115607,20100331,226289,9.887010740286888,3116,743,22057,76.54271812841908,67.09,198335,15.155124460691455,8164,33708,265,151811,33708_20100331
77107,20100331,98580,4.229752217990995,1119,-1064,5276,83.94544774024516,72.8,85496,6.6881557655165205,15491,34334,118,71770,34334_20100331
119424,20100331,178578,10.083388065303058,1894,-68,19331,71.0519373937511,54.3,136472,13.847616262064932,17256,34643,113,96966,34643_20100331
67897,20100331,84570,6.287943059243507,1202,-105,6231,84.08933384674626,77.47,77910,9.595856434199009,6979,35241,322,65514,35241_20100331
21080,20100331,39904,12.850115450255997,476,16,10488,92.28862448170182,51.32,22188,39.15742793791574,5714,35314,16,20477,35314_20100331
1318078,20100331,1965353,8.46964747430157,20515,1006,191684,93.8291728626012,81.13,1699367,10.599863610519664,199488,57369,2154,1594502,57369_20100331
162181,20100331,267101,10.996991704396972,3106,301,28648,71.84625142947094,58.1,215989,18.042689360123358,13937,57815,197,155180,57815_20100331
132122,20100331,180197,6.449040050133881,2098,189,11330,72.23825814268406,67.5,168372,10.540939267273174,32330,57931,-16,121629,57931_20100331
206514,20100331,339743,13.31498672337803,4252,652,44198,106.70448724029977,82.77,263525,15.451297728612523,11313,58181,463,281193,58181_20100331
31168,20100331,41275,10.912118944751514,524,-72,4520,82.34331086796367,73.11,36649,15.004252217227554,4543,58348,4,30178,58348_20100331
54008,20100331,72589,11.79331395773393,837,81,8113,85.39177269282247,72.95,62013,13.943515958783614,2359,58377,15,52954,58377_20100331
41269,20100331,59111,13.565311947804812,974,194,7984,79.93997292896796,68.94,50977,17.005782400189457,8296,58413,179,40751,58413_20100331
53727,20100331,89686,26.996005582559313,979,-140,22524,84.29782528566163,53.55,56973,34.92255749519296,8252,58584,13,48027,58584_20100331
32075,20100331,57047,23.133926648962895,701,42,14098,85.01302908655539,63.48,42597,31.813300880521155,1489,58657,218,36213,58657_20100331
85626,20100331,145257,17.592311429612533,1658,52,23559,76.90689761831116,51.35,96990,23.075330151827483,5022,58687,404,74592,58687_20100331
309638,20100331,413739,9.47863045456245,4505,654,41876,56.13778179356523,47.9,353051,16.662612700265942,51814,8033,1424,198195,8033_20100331
34721,20091231,47198,8.513268677395288,2289,-10,3994,89.57197117257499,77.95,41072,10.880380169789373,3745,10843,185,36789,10843_20091231
139271,20091231,273789,11.300203966723966,13980,858,32649,90.66276298289432,75.44,227819,14.089166578417874,6761,12266,2157,206547,12266_20091231
228620,20091231,296393,8.510916075630828,14511,-3709,26478,82.99003500798428,72.94,260512,12.06472561696269,5625,16249,3650,216199,16249_20091231
25213,20091231,41428,6.956891863132257,2510,227,2983,79.84369163577853,67.08,34803,11.290770298403887,3300,16584,931,27788,16584_20091231
121835,20091231,159260,8.732094679981897,7053,-377,15030,83.29647103227023,69.29,132475,13.766425462966891,12645,20179,1475,110347,20179_20091231
167149,20091231,266229,10.35368756181998,13270,1107,27432,78.68288119738072,63.19,213800,16.056113290339738,22530,20568,2489,168224,20568_20091231
48158,20091231,70108,8.774736969221248,3371,231,5949,47.0317265666761,42.67,63606,16.99319616361997,6397,22229,871,29915,22229_20091231
2156735,20091231,3931744,7.309257708085607,180879,-111944,298706,86.77298754193625,79.03,3580733,11.164454003349729,142158,24156,18397,3107109,24156_20091231
255677,20091231,493706,8.317021110720132,20994,60,38463,69.79619223726257,63.0,445616,13.706656753938576,55720,24823,1283,311023,24823_20091231
53538,20091231,69313,14.024786115158772,3262,-291,9721,88.91990399146592,72.16,56245,28.32448310925319,14991,28217,41,50013,28217_20091231
85534,20091231,147507,9.66007654817303,6888,-214,15408,55.366441756326864,37.05,98706,23.860853312709462,12532,29399,683,54650,29399_20091231
147651,20091231,262935,13.47671477741647,11866,699,35435,105.91643823589662,82.59,205022,18.7900776240297,26670,31823,1477,217152,31823_20091231
118267,20091231,219032,9.918604107218037,11660,1326,21274,76.16239427456082,66.81,192125,15.100785118028975,8112,33708,1205,146327,33708_20091231
49764,20091231,98873,6.262955583730806,4988,-397,6317,86.88785996078524,74.4,84662,9.000477879222315,5461,34334,905,73561,34334_20091231
92643,20091231,169405,10.518792066233845,7837,-3582,19292,79.17400923805458,60.2,128815,14.019771379880563,12282,34643,824,101988,34643_20091231
62238,20091231,93136,5.776135163674763,5004,-1231,5994,76.24288337394478,70.89,86593,8.802855725232924,12170,35241,1375,66021,35241_20091231
54682,20091231,79731,12.717863229787394,2913,443,10842,35.47280017159734,26.96,60607,33.32288597755908,8919,35314,130,21499,35314_20091231
1232112,20091231,2023888,8.373658647012688,84677,-44140,190852,91.12020685456301,78.16,1736099,10.270132888343959,259945,57369,4383,1581937,57369_20091231
139858,20091231,262000,9.330429566890622,11497,-1247,22896,69.46378122865003,57.43,216628,15.473350463936807,27458,57815,458,150478,57815_20091231
84883,20091231,165889,6.736551423432589,7827,-7096,11127,78.35823313996823,72.88,154285,10.3858613195555,18026,57931,-153,120895,57931_20091231
168436,20091231,324270,13.288976692916272,16722,2186,43713,113.22259294377155,88.01,252061,15.493381664954558,10145,58181,2599,285390,58181_20091231
16095,20091231,42023,10.277404921700224,1936,-3606,4418,77.89308008323107,69.48,37486,15.585307243391691,5231,58348,34,29199,58348_20091231
32094,20091231,66339,12.271304027504911,2944,-1280,8220,79.18310797776257,68.06,57021,15.485489582035909,4625,58377,63,45151,58377_20091231
36038,20091231,59889,11.936981808707912,2747,-3266,7789,88.71578276288002,74.35,50194,15.948909234768848,6636,58413,-582,44530,58413_20091231
30859,20091231,78821,28.545376256933714,2751,-1875,22545,98.47391125273677,57.63,46131,38.10065818775672,4459,58584,53,45427,58584_20091231
13158,20091231,54834,27.739224137931036,1686,-620,14015,80.82144443895936,59.71,40514,34.43894089883561,1274,58657,162,32744,58657_20091231
40000,20091231,123877,20.12953571397397,4411,-2845,23257,88.9438184519505,54.61,76057,25.767718627138454,4770,58687,209,67648,58687_20091231
231992,20091231,387130,9.685809404910529,18946,1281,41340,61.314179319299576,51.72,326546,15.502189271227873,27209,8033,5483,200219,8033_20091231
35130,20090930,45065,8.674934725848564,1713,-17,3987,90.3378291586384,78.03,38925,11.382454669321875,2857,10843,138,35164,10843_20090930
143580,20090930,263198,11.670037916951877,10637,905,32678,93.28967709278622,77.73,219289,14.278784652764065,4430,12266,1382,204574,12266_20090930
230360,20090930,309365,8.727137015854725,11062,-2556,27875,80.90994319339812,70.58,269863,12.227124512226712,19780,16249,2678,218346,16249_20090930
27127,20090930,43824,7.012816607699338,1872,278,3038,75.72254335260115,64.27,37195,11.862303683482823,6761,16584,729,28165,16584_20090930
161392,20090930,196288,8.630143461511192,4817,-531,14850,58.60787494469842,50.62,169525,13.451073348245584,26395,20179,950,99355,20179_20090930
163696,20090930,259333,10.85435537807214,9785,898,27447,78.87563884156728,63.02,207211,16.55526815757548,20164,20568,1861,163439,20568_20090930
40940,20090930,65639,8.34402519391147,2563,142,6116,49.186881230224884,44.05,58786,17.398682089425606,9468,22229,638,28915,22229_20090930
2143713,20090930,4197979,7.171419747397084,136731,-100964,312828,82.90250955972238,75.4,3817841,11.648068961878767,376885,24156,20073,3165086,24156_20090930
214202,20090930,450381,6.84758344315645,15974,1141,29278,74.8402765622265,68.35,411336,10.79997376828023,47106,24823,937,307845,24823_20090930
52115,20090930,68610,14.146625856289171,2479,-307,9706,91.69563885936628,74.19,55513,28.422872038989006,14095,28217,25,50903,28217_20090930
84410,20090930,146925,9.800977122057215,5132,-92,15647,52.933647347941836,35.18,97660,25.1327373581449,12541,29399,515,51695,29399_20090930
151683,20090930,271849,12.942846948121936,8969,449,35185,104.60832378182099,79.9,207646,19.01009021598405,37560,31823,1219,217215,31823_20090930
113785,20090930,210921,9.357463456784197,8819,2016,19586,75.32165129603777,66.25,185527,14.226240594469616,6729,33708,1072,139742,33708_20090930
49601,20090930,99068,6.628339187974838,4039,27,6698,90.64069161534817,77.26,84440,9.055661589062144,5414,34334,848,76537,34334_20090930
91577,20090930,169587,12.006064077860907,6141,-1965,21034,82.41418320767703,61.43,126403,17.27414474496727,16764,34643,614,104174,34643_20090930
62459,20090930,95399,6.895215351097704,3900,-310,7113,75.72534178855136,69.85,87993,10.469389751400902,16013,35241,1074,66633,35241_20090930
57135,20090930,81988,12.185778697788406,2248,402,10906,34.86751014561948,26.72,62835,34.35532796242539,6849,35314,74,21909,35314_20090930
1143349,20090930,1947013,11.822630416912345,63869,-13973,220692,97.00859110410738,81.61,1637857,12.667157407199694,200427,57369,4995,1588862,57369_20090930
113825,20090930,242443,10.305715246114994,8393,-511,24220,74.55338093842697,59.82,194517,16.749716507370806,12862,57815,336,145019,57815_20090930
96391,20090930,162187,8.75835363941229,5892,-3690,14522,82.71714013864346,75.04,147140,13.196868762372576,16556,57931,-115,121710,57931_20090930
157679,20090930,311976,14.488787815395412,12409,1546,43012,109.32378179026085,85.8,244847,15.984452936858066,7800,58181,1611,267676,58181_20090930
14747,20090930,44459,15.027334956585658,1454,-457,6367,80.51674136567361,68.69,37930,19.505918682449817,1885,58348,33,30540,58348_20090930
32649,20090930,65975,12.00957319505385,2091,-748,7802,81.75286049515216,68.12,54973,14.462334165825318,4392,58377,84,44942,58377_20090930
40635,20090930,68879,14.06622182259871,1860,-2136,8917,72.8414468953292,63.24,59797,18.48314715131871,16863,58413,-240,43557,58413_20090930
29250,20090930,78804,32.3171759155246,1873,-1365,23142,74.00330214639516,42.66,45425,45.63908749098985,7606,58584,35,33616,58584_20090930
10816,20090930,43569,33.851758079933866,1019,-977,13730,71.60876897133221,48.73,29650,49.94013320362194,1576,58657,87,21232,58657_20090930
40101,20090930,109080,23.851482741857076,3048,-2295,24148,78.47461622322402,48.83,67878,31.134313588673358,5660,58687,4,53267,58687_20090930
235625,20090930,380966,9.667012814498147,14259,853,42115,65.50010208769332,53.89,313456,15.286824680932732,27893,8033,4029,205314,8033_20090930
36938,20090630,46577,8.277979696703849,1159,-41,3963,81.22404587700217,70.55,40456,11.528775050905583,4365,10843,96,32860,10843_20090630
144514,20090630,265708,11.818760911621762,7111,581,32070,94.34050598721527,78.87,222140,13.953390081233463,4331,12266,891,209568,12266_20090630
219934,20090630,304946,9.12748807369633,7390,-1532,28370,85.43842831117544,73.36,261833,11.920606179431879,10738,16249,1735,223706,16249_20090630
25652,20090630,41897,6.69244288224956,1282,140,2891,80.13611589619045,67.73,35411,11.157659544756319,4466,16584,361,28377,16584_20090630
134197,20090630,169543,8.360773439627641,3188,-629,13712,64.42119944211994,54.49,143400,13.837262329104972,30241,20179,555,92380,20179_20090630
156387,20090630,241162,11.107055501713845,6429,638,26916,83.53372591006423,64.7,186800,17.228952940248615,16438,20568,1214,156041,20568_20090630
42258,20090630,75515,7.36994596852079,1728,73,5665,42.4863802546206,38.93,69201,17.174146810798575,21678,22229,437,29401,22229_20090630
2163367,20090630,4428609,6.814218198022201,91747,-89474,304046,79.62061691483233,72.7,4043670,11.499922471385952,408339,24156,13733,3219595,24156_20090630
204470,20090630,436874,6.924715585114632,10862,949,28472,78.99050494816093,72.09,398734,10.361841118636137,33732,24823,622,314962,24823_20090630
49371,20090630,69328,14.079448419109161,1666,-252,9761,97.13908533710513,74.3,53025,28.045944810197504,14413,28217,1,51508,28217_20090630
83427,20090630,146300,9.721522133915194,3435,-175,14999,50.56046337194766,33.17,95992,25.642316505798206,14375,29399,216,48534,29399_20090630
152394,20090630,271253,12.833037791287099,5945,74,34810,104.07171231444701,80.74,210452,19.311486123262114,36364,31823,932,219021,31823_20090630
114378,20090630,204182,9.418740672018071,5941,1203,18668,75.38813861852962,65.78,178158,13.885868443147565,5169,33708,544,134310,33708_20090630
52904,20090630,97530,6.146559635446883,2664,-631,6049,91.29995793016408,77.88,83195,8.342063254514615,6181,34334,149,75957,34334_20090630
99146,20090630,176778,11.968579376897416,4165,-1978,20864,82.01559531834059,60.57,130552,17.035912845191156,16361,34643,399,107073,34643_20090630
62518,20090630,93944,7.003370786516854,2611,-156,6767,76.37894106538312,70.6,86842,10.280022552151852,15719,35241,658,66329,35241_20090630
58445,20090630,85483,11.887340768903847,1582,359,10626,34.367693284402534,25.96,64581,34.21605716687684,6106,35314,93,22195,35314_20090630
1052970,20090630,1808345,10.239627840560471,41939,198,184476,102.94667471455963,85.45,1501014,11.495480740986617,85332,57369,3058,1545244,57369_20090630
98261,20090630,226652,10.587651317642957,5421,-749,23673,78.20305571459042,61.47,178158,17.78534970918663,9889,57815,190,139325,57815_20090630
90437,20090630,159690,9.798105745736668,3952,-2645,15559,85.65947075208913,77.03,143600,13.642107270863303,3080,57931,-144,123007,57931_20090630
