COREDEP,REPDTE,ASSET,RBC1AAJ,INTINC,NETINC,EQ,LNLSDEPR,LNLSNTV,DEP,RBCRWAJ,CHBAL,CERT,NONII,LNLSNET,ID,deposits,loans,cash,tier1,assets,core_dep,net_income,equity,mortgages,T1R,LTD,CBD,BDR,LTD_baseline,LTD_delta,T1R_baseline,T1R_delta,CBD_baseline,CBD_delta,BDR_baseline,BDR_delta,INSTNAME,CITY,STALP,LTD_TREND,T1R_TREND,CBD_TREND,DAYS_TO_LTD_THRESHOLD,DAYS_TO_T1R_THRESHOLD,DAYS_TO_CBD_THRESHOLD,RISK_SCORE,SEVERITY
2844303,20251231,3701611,9.290044246072222,207220,42549,343808,88.87407626049331,73.7,3069453,12.495526970480302,237264,57417,22013,2727948,57417_20251231,3069453,2727948,237264,9.290044246072222,3701611,2844303,42549,343808,0,0.09290044246072222,0.8887407626049332,28.213939095988763,0.07335183174331061,0.8453644128016942,0.04337634980323901,0.0897052163519318,0.0031952261087904305,55.80528182933266,-27.591342733343893,0.09697954190607104,-0.023627710162760426,COMMERCIAL BANK OF CALIFORNIA,IRVINE,CA,rising,rising,falling,1338.0,0.0,349.0,38.8,medium
454985,20251231,561380,10.902790311518608,21205,4146,51685,46.08317770001148,40.75,496359,0.0,32046,20568,3355,228738,20568_20251231,496359,228738,32046,10.902790311518608,561380,454985,4146,51685,0,0.10902790311518608,0.46083177700011485,23.56518165279566,0.08335499104478815,0.4710662735511073,-0.010234496550992456,0.11337523906670602,-0.00434733595151994,19.390150682752324,4.175030970043334,0.11265530274403653,-0.029300311699248377,LUMBEE GUARANTY BANK,PEMBROKE,NC,falling,falling,rising,0.0,3077.0,0.0,16.6,low
1143244,20251231,2006978,13.231463155523931,113066,18530,268380,84.70427165443091,72.07,1707699,20.197093698241076,435936,57873,7866,1446494,57873_20251231,1707699,1446494,435936,13.231463155523931,2006978,1143244,18530,268380,0,0.13231463155523931,0.8470427165443091,93.17604566144269,0.3305354163702151,0.9346439120360543,-0.08760119549174528,0.14207683259984685,-0.009762201044607538,70.49972949916778,22.6763161622749,0.3414414056199601,-0.010905989249745007,COMMONWEALTH BUSINESS BANK,LOS ANGELES,CA,falling,falling,rising,0.0,2813.0,0.0,56.9,high
269809,20251231,435936,11.728910012445663,21245,1531,50132,71.33218651924416,62.3,380765,22.728773818566097,83438,11521,564,271608,11521_20251231,380765,271608,83438,11.728910012445663,435936,269809,1531,50132,0,0.11728910012445663,0.7133218651924416,79.9833755728599,0.29140283376886006,0.6911897485866051,0.02213211660583647,0.13340746981683163,-0.016118369692374998,97.20699564205343,-17.22362006919353,0.2753287185590797,0.01607411520978036,CHICKASAW COMMUNITY BANK,OKLAHOMA CITY,OK,rising,falling,falling,6367.0,550.0,1162.0,38.2,medium
1693639,20251231,2772872,14.686317887695084,237329,110721,407265,99.93126425942604,80.64,2237555,0.0,259578,27074,4150,2236017,27074_20251231,2237555,2236017,259578,14.686317887695084,2772872,1693639,110721,407265,0,0.14686317887695086,0.9993126425942602,42.34352675129773,0.24308497444755547,0.9765161117687552,0.022796530825505035,0.14496801711314372,0.001895161763807135,45.09299013567488,-2.749463384377151,0.2627432808593038,-0.019658306411748344,STATE BANK OF TEXAS,IRVING,TX,rising,rising,falling,55.0,0.0,4829.0,62.1,high
1219672,20251231,1896869,12.526120914204222,97855,7824,253768,103.91813469674712,86.96,1587388,18.688744720885875,67103,33188,3357,1649584,33188_20251231,1587388,1649584,67103,12.526120914204222,1896869,1219672,7824,253768,0,0.12526120914204222,1.039181346967471,15.42949486829937,0.2316484690573445,0.9825392989018171,0.05664204806565398,0.11447386632436629,0.010787342817675932,26.78925989347388,-11.359765025174509,0.19908134530578833,0.03256712375155618,SHINHAN BANK AMERICA,NEW YORK,NY,rising,rising,falling,0.0,0.0,240.0,69.6,high
190246,20251231,306592,13.989315959245916,15634,4577,39519,79.42747584426432,68.24,263395,18.148028949558064,16573,252,1979,209208,252_20251231,263395,209208,16573,13.989315959245916,306592,190246,4577,39519,0,0.13989315959245915,0.7942747584426432,22.96605858121832,0.27771597790390856,0.7991887146286587,-0.004913956186015533,0.1424600912612624,-0.0025669316688032573,25.338157276124587,-2.372098694906267,0.2958903519233424,-0.018174374019433837,PINNACLE BANK,MARSHALLTOWN,IA,falling,stable,rising,0.0,0.0,0.0,37.5,medium
914738,20251231,1392348,9.579965883723364,96351,31522,134478,88.55933563380525,77.29,1215113,12.284759459255342,203234,20845,15672,1076096,20845_20251231,1215113,1076096,203234,9.579965883723364,1392348,914738,31522,134478,0,0.09579965883723364,0.8855933563380525,61.04815766105704,0.24719923167639554,0.9116662976073563,-0.026072941269303818,0.09981041264538791,-0.0040107538081542715,51.1267241654018,9.921433495655243,0.25317053066637013,-0.005971298989974588,WALLIS BANK,WALLIS,TX,falling,falling,rising,0.0,1087.0,0.0,38.7,medium
761980,20251231,1105310,11.109586159134558,55266,9457,122355,64.2338069698651,55.62,957063,20.250119052435984,65695,20856,9169,614758,20856_20251231,957063,614758,65695,11.109586159134558,1105310,761980,9457,122355,0,0.11109586159134559,0.6423380696986509,25.05443737768569,0.2038350662391086,0.6417744140341199,0.000563655664530982,0.11423782947173591,-0.0031419678803903256,31.023821565646276,-5.969384187960586,0.1886940408530867,0.015141025386021911,LIBERTY BANK AND TRUST COMPANY,NEW ORLEANS,LA,stable,stable,falling,69606.0,6482.0,423.0,21.4,low
108007,20251231,167747,16.884321436521482,13016,2683,30920,84.63650859268883,68.35,135464,0.0,20591,26727,788,114652,26727_20251231,135464,114652,20591,16.884321436521482,167747,108007,2683,30920,0,0.16884321436521482,0.8463650859268883,55.481271777003485,0.20268853717592866,0.817184192050129,0.029180893876759262,0.1646654807091576,0.004177733656057225,56.896538741382884,-1.4152669643793985,0.16774258109730913,0.03494595607861953,BANK OF SOUTH TEXAS,MCALLEN,TX,rising,rising,rising,2101.0,0.0,0.0,54.3,medium
